,fire_size_class,Temp_pre_30,Temp_pre_15,Temp_pre_7,Temp_cont,Wind_pre_30,Wind_pre_15,Wind_pre_7,Wind_cont,Hum_pre_30,Hum_pre_15,Hum_pre_7,Hum_cont,Prec_pre_30,Prec_pre_15,Prec_pre_7,Prec_cont
5851,C,5,6,6,6,2,2,2,1,3,3,2,6,1,2,1,5
5852,B,6,6,6,5,0,0,0,0,6,5,5,5,3,4,5,4
5853,B,6,6,6,5,1,1,1,2,3,3,4,1,1,3,4,0
5854,B,2,3,3,3,0,0,0,0,5,6,6,3,4,5,6,3
5855,B,4,4,4,2,0,1,2,2,1,3,5,5,2,4,6,4
5856,B,2,2,1,2,1,1,2,2,4,5,4,4,4,6,6,6
5857,C,1,2,2,2,5,5,5,5,2,4,2,2,6,5,6,4
5858,B,3,2,2,1,2,2,1,3,6,6,6,5,0,0,0,1
5859,B,4,4,4,5,3,4,4,4,2,3,1,1,0,0,0,1
5860,B,1,1,1,2,0,1,1,0,2,2,2,3,2,3,5,1
5861,B,0,0,0,2,6,5,5,6,2,2,0,1,2,1,0,2
5862,C,3,4,3,4,0,0,0,3,6,6,6,6,5,6,6,1
5863,B,6,5,5,5,1,0,1,2,5,5,3,5,3,2,3,2
5864,B,6,6,6,6,1,1,1,1,4,5,4,6,6,6,6,6
5865,B,0,0,0,0,4,5,6,1,2,3,3,2,0,0,0,0
5866,B,1,2,2,1,4,5,5,5,3,3,3,3,5,5,6,5
5867,C,5,5,5,6,4,4,3,3,4,5,6,5,5,6,6,6
5868,B,2,2,2,2,5,4,2,6,2,3,4,2,3,3,2,2
5869,B,0,0,0,0,5,5,6,6,1,0,0,0,5,2,1,0
5870,C,0,0,1,2,2,3,2,1,1,1,1,1,5,5,4,4
5871,B,0,0,0,1,4,4,4,2,2,2,2,2,4,3,4,6
5872,E,5,5,5,5,3,3,3,2,0,0,0,0,0,1,0,0
5873,B,6,6,6,6,2,2,1,2,3,2,1,2,5,0,0,1
5874,B,6,6,6,5,1,2,1,2,3,3,5,3,1,3,4,1
5875,C,6,6,5,3,1,1,0,0,5,5,6,4,0,0,0,3
5876,B,0,0,0,0,6,6,4,6,5,6,5,3,6,6,6,6
5877,B,5,5,5,6,5,4,4,5,5,5,4,6,0,1,1,5
5878,B,5,5,5,5,5,4,3,1,0,0,0,0,1,2,0,1
5879,B,3,3,3,4,6,6,6,6,2,3,3,2,2,2,0,1
5880,B,3,3,2,0,0,0,2,0,6,5,4,5,6,6,5,5
5881,B,2,2,2,4,3,4,4,2,1,2,4,2,3,5,5,3
5882,B,5,5,4,3,1,2,2,2,4,4,2,5,0,1,1,4
5883,B,0,0,0,1,1,2,4,1,3,3,0,2,4,5,1,3
5884,B,4,4,3,5,2,2,1,3,6,6,6,4,5,5,6,2
5885,C,0,0,0,1,2,3,2,1,5,4,4,3,4,4,4,5
5886,B,0,0,0,0,4,4,4,3,0,1,0,1,4,5,6,6
5887,B,6,6,6,6,2,1,2,1,3,2,1,2,1,0,1,1
5888,C,2,2,3,1,4,5,5,4,2,2,3,1,3,3,1,1
5889,B,0,0,0,1,6,6,6,6,5,5,5,2,0,1,2,4
5890,C,0,0,0,0,6,6,6,6,1,1,0,1,0,0,0,1
5891,B,3,3,3,2,3,4,5,6,4,3,3,4,3,4,5,2
5892,C,3,2,2,0,1,1,1,2,1,0,1,1,4,5,6,4
5893,B,4,4,4,4,3,3,3,4,5,5,5,3,0,0,1,0
5894,B,0,0,0,1,6,6,4,6,2,2,2,3,3,1,2,3
5895,B,5,5,4,3,5,5,5,5,0,1,3,0,2,2,3,0
5896,B,1,1,1,3,1,1,1,0,4,3,4,5,4,4,4,4
5897,B,0,1,0,1,5,5,6,6,5,5,4,5,2,3,2,5
5898,B,2,3,2,3,5,5,6,6,3,3,2,3,4,5,4,6
5899,B,4,4,4,2,2,0,0,3,5,3,3,2,6,2,4,4
5900,C,4,5,5,5,6,5,5,6,0,0,0,0,1,0,1,0
5901,B,5,6,6,6,4,3,3,3,3,4,4,3,2,1,3,4
5902,B,0,0,0,0,3,3,1,2,2,3,2,1,4,4,4,4
5903,B,5,4,3,4,3,4,5,1,5,3,2,6,2,3,5,6
5904,B,4,4,4,5,3,3,2,3,0,0,0,0,0,1,3,0
5905,C,3,3,3,2,2,2,3,4,4,5,5,1,6,6,6,1
5906,B,5,6,6,6,5,5,5,5,3,2,4,0,5,4,5,1
5907,C,3,1,2,0,2,2,3,5,2,2,1,1,0,1,2,0
5908,C,1,0,0,0,5,5,5,3,6,5,6,4,6,2,3,2
5909,B,0,0,0,0,3,3,2,0,0,1,3,2,1,2,3,3
5910,B,6,6,6,5,2,3,2,4,2,0,2,4,5,1,3,5
5911,C,2,2,4,4,4,4,4,4,2,3,4,1,2,0,0,1
5912,B,2,3,2,3,0,0,0,1,3,1,1,2,2,3,5,3
5913,C,2,3,3,3,1,0,0,1,4,3,5,3,6,4,5,5
5914,B,1,1,0,0,0,1,2,1,6,4,4,5,4,3,5,5
5915,B,3,2,2,0,1,2,1,0,6,6,3,1,5,5,0,1
5916,C,0,0,0,0,5,5,5,5,6,5,6,2,5,6,6,4
5917,B,6,6,6,6,4,5,5,3,4,4,3,5,0,0,0,6
5918,B,1,2,1,1,3,4,3,3,5,4,4,5,3,3,2,4
5919,B,2,2,2,1,1,0,0,1,3,2,3,4,2,1,3,6
5920,D,5,6,6,6,6,6,6,2,5,5,4,6,5,1,3,6
5921,B,5,5,5,5,3,3,4,2,0,0,0,0,0,1,2,0
5922,B,5,6,5,6,5,5,6,2,1,2,3,2,1,2,4,2
5923,C,0,0,1,1,3,3,3,3,3,5,6,5,3,4,0,6
5924,B,0,0,0,1,6,6,5,6,6,6,6,3,6,6,6,6
5925,B,2,2,1,2,2,3,3,4,3,3,1,4,4,4,5,6
5926,C,3,3,3,4,3,3,2,1,2,3,2,6,4,3,0,6
5927,C,0,1,1,2,5,5,4,4,3,3,3,2,4,4,4,5
5928,B,6,6,6,5,2,1,2,0,1,1,1,4,2,1,0,1
5929,B,4,3,3,2,2,3,3,3,3,2,2,3,4,4,0,2
5930,B,1,0,0,0,5,6,5,5,4,5,5,3,6,5,4,2
5931,E,6,6,6,5,6,6,5,6,0,0,0,0,1,2,1,0
5932,B,5,5,5,4,5,5,5,6,5,5,5,6,0,1,0,0
5933,B,1,0,0,0,0,0,0,0,5,6,3,2,5,4,2,2
5934,B,0,0,0,0,0,0,0,0,5,4,4,5,6,3,3,1
5935,B,4,4,4,5,5,5,4,3,2,5,5,3,1,3,5,4
5936,C,6,6,6,6,4,3,4,3,2,2,1,5,4,5,1,4
5937,B,1,1,1,3,3,3,3,1,4,4,4,4,6,6,4,5
5938,B,3,3,2,1,2,2,1,2,6,6,5,6,2,2,1,5
5939,B,0,0,0,0,5,6,5,4,0,0,5,2,0,1,2,0
5940,B,4,5,5,5,1,1,2,3,4,5,3,3,5,5,0,1
5941,C,1,0,1,1,5,5,6,5,1,2,3,2,3,4,5,4
5942,C,0,0,0,0,6,6,6,6,6,6,5,6,2,3,1,1
5943,B,0,0,1,0,2,3,3,3,2,2,1,2,1,3,0,3
5944,B,2,2,2,2,3,2,3,3,4,4,4,6,5,4,4,4
5945,B,5,5,5,4,1,2,2,1,3,3,2,3,4,1,1,2
5946,B,2,2,3,2,1,0,0,0,1,3,3,4,2,2,1,2
5947,B,2,2,3,3,1,1,1,4,5,5,6,2,5,5,6,2
5948,C,3,3,1,0,1,3,4,1,1,2,4,5,3,5,5,5
5949,B,2,2,2,1,1,1,0,1,1,1,2,5,3,3,1,0
5950,B,1,1,0,2,2,3,2,4,4,5,6,2,5,5,2,6
5951,B,4,3,2,2,2,3,3,3,6,6,5,6,5,3,4,4
5952,B,2,2,2,2,3,4,5,5,1,1,2,1,2,3,4,5
5953,B,3,4,3,3,3,3,4,5,3,4,4,1,4,0,2,3
5954,C,0,0,0,1,4,4,5,3,2,2,4,1,1,1,3,3
5955,B,4,4,4,0,6,6,4,6,5,5,5,5,2,3,0,3
5956,C,3,2,1,4,5,5,5,3,2,1,1,5,6,6,6,4
5957,C,3,3,2,1,0,0,0,1,6,6,6,6,5,4,2,4
5958,B,0,0,0,0,5,5,4,5,1,2,1,2,4,6,5,4
5959,B,6,6,6,5,6,6,5,4,0,0,0,3,2,4,4,4
5960,B,5,5,4,3,2,2,4,0,5,5,6,4,3,5,5,4
5961,C,3,3,2,0,4,4,1,3,6,6,3,1,0,1,0,0
5962,B,5,5,5,3,2,1,0,1,6,5,6,1,6,6,6,2
5963,C,0,2,1,1,6,6,6,6,1,0,1,0,0,0,1,0
5964,B,6,6,6,6,0,0,0,0,5,4,4,6,3,3,1,4
5965,B,2,1,2,2,1,1,1,2,3,2,1,4,3,4,3,6
5966,B,3,4,4,4,3,3,3,3,1,0,0,0,4,1,0,2
5967,C,5,6,5,5,4,3,2,4,0,0,2,2,1,3,4,0
5968,C,2,3,2,3,6,6,6,6,0,0,0,0,0,0,1,0
5969,D,2,3,1,4,2,4,4,1,1,1,1,2,2,2,2,4
5970,B,4,4,3,4,0,1,1,2,1,1,1,0,2,1,2,0
5971,B,6,6,6,5,0,0,0,0,2,1,2,6,0,1,1,4
5972,B,1,1,2,1,2,1,2,4,2,2,1,3,5,4,6,3
5973,E,2,2,1,3,2,3,2,5,5,5,6,5,4,5,6,1
5974,B,4,3,2,1,5,5,5,4,3,4,1,5,1,3,4,4
5975,B,4,4,5,4,6,6,6,6,2,1,2,2,2,3,5,5
5976,B,3,3,3,2,5,5,5,6,5,5,6,0,1,2,4,2
5977,C,1,2,2,3,3,4,2,2,6,4,6,6,4,4,3,3
5978,B,5,5,5,5,5,5,4,5,2,2,1,2,0,0,1,4
5979,B,0,0,0,0,2,2,4,2,2,2,2,0,0,0,1,0
5980,B,0,0,0,0,3,3,3,4,3,2,4,2,6,6,6,5
5981,B,2,2,1,1,3,4,4,5,6,5,6,3,2,1,2,0
5982,B,5,4,4,1,5,4,1,6,4,4,4,3,5,5,1,3
5983,C,5,5,5,6,2,4,4,2,6,6,6,6,6,6,6,6
5984,B,5,5,5,6,5,5,5,3,1,2,4,4,3,5,3,3
5985,B,0,1,0,2,3,4,4,5,2,4,3,2,4,5,6,3
5986,B,4,4,4,4,4,3,5,5,3,2,3,3,1,2,4,2
5987,B,1,0,0,1,2,2,2,4,0,3,0,0,5,6,3,0
5988,D,5,5,5,5,6,6,6,6,6,6,6,5,4,5,6,0
5989,B,4,4,4,4,2,2,2,2,3,3,0,2,3,4,2,4
5990,C,4,4,5,4,4,3,5,4,4,5,5,4,2,3,0,2
5991,B,5,5,5,4,0,0,0,0,3,3,3,1,0,0,0,0
5992,C,1,1,1,1,3,2,2,2,3,4,5,5,5,4,4,5
5993,C,1,2,2,2,3,3,3,3,4,5,3,2,5,6,6,3
5994,B,0,0,0,0,3,4,3,4,5,5,2,2,1,3,0,1
5995,B,1,1,1,1,6,6,5,6,5,4,3,3,6,6,3,6
5996,B,5,5,6,6,1,0,0,0,5,5,4,5,4,4,1,4
5997,B,0,1,2,1,2,2,2,2,2,2,3,2,4,2,3,5
5998,C,6,6,6,6,1,1,2,0,3,3,4,4,4,3,5,4
5999,B,0,0,1,1,5,5,5,5,1,2,5,1,6,6,6,6
6000,C,2,2,2,1,0,1,0,1,5,6,6,4,0,0,0,2
6001,C,5,5,5,5,6,6,6,6,1,1,1,0,2,2,3,0
6002,B,3,2,1,3,2,4,5,2,4,1,0,3,2,1,0,4
6003,B,0,0,0,3,2,4,5,4,4,3,3,2,4,4,5,3
6004,B,2,3,4,2,3,4,5,2,4,2,4,2,5,4,5,5
6005,B,5,5,5,5,3,2,2,3,5,5,5,3,3,5,5,6
6006,B,6,6,6,6,0,0,0,0,5,5,4,2,4,0,1,0
6007,B,1,1,2,2,5,5,4,3,2,5,1,4,6,6,4,6
6008,B,0,0,0,0,0,0,2,1,1,1,0,1,3,5,2,2
6009,B,3,2,3,2,2,2,3,1,4,2,3,1,5,4,5,2
6010,B,3,3,4,3,6,6,6,6,2,3,2,2,5,4,5,6
6011,B,2,3,3,4,5,4,4,5,3,4,6,6,6,6,6,6
6012,B,1,1,1,1,2,3,4,2,2,2,1,1,2,3,4,2
6013,B,0,0,0,0,5,5,5,6,4,3,4,3,0,1,2,0
6014,B,6,6,6,6,6,5,5,4,6,6,6,5,2,3,5,0
6015,B,0,0,0,0,3,3,3,1,0,2,5,2,1,2,3,1
6016,C,3,4,4,4,2,1,2,0,5,6,6,3,6,6,6,0
6017,G,6,6,6,6,6,5,4,6,4,5,5,6,0,0,1,5
6018,C,3,2,2,2,0,0,0,3,4,5,4,6,0,1,2,6
6019,B,0,0,0,2,3,4,2,3,6,6,6,5,6,6,6,6
6020,B,6,6,6,5,5,6,5,5,0,0,0,3,1,2,0,4
6021,C,0,0,0,2,2,1,1,2,2,1,2,4,2,3,5,2
6022,B,3,3,2,3,2,2,4,4,4,5,4,3,0,2,0,0
6023,B,4,3,2,1,0,0,0,0,6,5,5,3,2,1,2,3
6024,C,0,0,1,0,1,2,3,2,6,6,6,6,2,2,3,3
6025,B,3,2,2,4,4,4,3,3,3,2,4,5,5,5,5,4
6026,C,3,3,2,1,3,4,1,3,3,5,3,4,3,5,0,2
6027,C,5,5,6,5,1,0,0,0,3,4,5,6,2,4,2,5
6028,B,4,4,4,5,0,1,1,1,5,5,3,4,2,1,1,2
6029,C,3,2,1,1,0,0,0,1,5,5,3,1,5,3,2,2
6030,B,2,3,3,3,4,4,5,3,4,5,4,6,3,3,5,4
6031,C,5,5,4,4,4,4,1,4,1,2,1,0,1,0,1,1
6032,B,0,0,0,0,4,3,4,4,3,3,2,2,2,2,2,4
6033,B,2,1,2,1,4,5,4,5,1,1,4,0,3,5,5,3
6034,B,1,0,1,0,0,0,1,0,4,1,2,3,3,1,2,2
6035,B,6,6,6,6,5,5,4,3,3,3,2,2,3,1,2,2
6036,B,5,5,5,5,4,4,3,3,2,2,3,4,2,3,3,4
6037,B,2,2,2,0,2,3,2,3,1,1,1,1,0,0,0,0
6038,F,5,5,4,4,6,6,6,6,0,0,0,1,2,3,0,1
6039,C,0,0,0,1,3,2,2,3,4,3,4,1,1,0,1,2
6040,B,3,2,1,1,0,0,0,0,6,5,6,4,0,0,0,5
6041,B,2,2,1,0,4,3,2,4,5,4,4,1,6,4,5,5
6042,B,0,1,1,1,2,0,0,2,0,1,0,2,1,1,2,3
6043,C,3,3,3,4,2,2,3,5,6,6,5,3,4,4,6,0
6044,B,0,0,0,0,4,5,2,3,0,1,3,0,2,1,2,2
6045,B,3,2,1,4,4,4,4,5,2,2,1,2,5,4,5,1
6046,B,2,3,4,2,4,5,5,5,6,6,6,3,5,3,3,3
6047,E,2,2,3,2,0,0,1,0,3,4,5,5,1,2,4,0
6048,B,0,0,0,0,0,0,0,1,4,2,2,4,3,3,0,5
6049,B,5,5,5,6,0,0,0,0,3,2,2,4,1,1,2,4
6050,B,1,0,1,1,3,4,5,4,4,3,1,4,5,5,4,5
6051,B,4,4,4,5,1,1,0,1,5,5,6,4,2,1,0,0
6052,C,4,4,3,2,0,0,0,0,1,3,5,4,1,2,3,0
6053,B,5,5,4,1,5,5,6,5,0,0,0,0,0,2,3,4
6054,C,1,1,2,2,4,5,5,4,2,4,4,5,4,4,2,1
6055,C,1,1,1,2,3,3,3,3,2,3,3,0,6,6,5,0
6056,B,6,6,6,6,4,5,5,4,0,1,4,2,0,1,3,1
6057,E,3,3,3,4,3,3,5,3,4,5,5,4,3,4,5,0
6058,B,0,1,1,0,4,5,5,6,1,0,0,1,6,6,4,1
6059,D,1,2,2,1,2,1,1,1,4,4,3,3,5,4,2,4
6060,F,0,0,0,1,3,3,3,5,5,5,4,2,3,3,1,2
6061,C,0,0,0,1,4,4,5,3,1,1,2,1,0,0,1,3
6062,B,0,0,0,0,4,5,5,4,4,2,1,1,6,5,2,3
6063,C,2,3,4,3,5,5,6,6,2,3,1,1,4,6,1,4
6064,F,2,3,3,3,2,3,2,1,2,2,4,4,1,2,4,0
6065,B,5,5,6,6,1,2,2,1,6,6,6,6,5,6,5,5
6066,C,2,2,2,3,4,5,3,5,5,5,4,4,6,5,4,3
6067,C,1,2,2,2,5,5,4,5,3,6,5,4,6,6,5,6
6068,B,5,5,5,5,6,6,6,6,4,3,2,5,2,2,2,4
6069,B,5,5,5,5,2,2,2,1,4,3,4,6,1,2,1,5
6070,D,2,2,2,3,6,6,6,6,4,5,6,4,6,6,6,5
6071,B,4,3,3,2,0,0,0,0,4,4,4,3,2,1,1,5
6072,C,2,1,0,4,6,5,5,6,1,3,6,0,5,6,6,1
6073,B,1,1,1,1,3,4,5,5,5,4,5,2,1,1,3,0
6074,B,0,1,0,2,4,4,4,2,4,3,3,4,3,1,2,4
6075,B,4,5,5,5,4,5,5,5,5,5,4,5,2,3,1,5
6076,G,2,3,3,5,6,6,6,6,1,1,1,0,1,2,3,3
6077,B,2,3,2,2,1,1,3,1,6,6,5,3,6,4,5,0
6078,C,6,6,6,5,0,0,0,0,6,6,5,6,3,4,5,6
6079,B,3,2,2,1,1,1,2,1,6,3,3,5,1,0,1,5
6080,B,5,5,4,4,0,1,1,0,5,3,3,2,4,0,2,1
6081,B,3,3,2,4,2,3,4,2,6,5,4,5,6,5,4,6
6082,B,1,0,0,2,2,3,2,3,0,0,0,1,3,5,6,3
6083,B,2,3,3,3,0,0,0,0,5,6,6,3,4,5,6,3
6084,C,1,2,1,3,2,3,3,2,5,5,6,3,3,4,3,2
6085,C,0,0,0,0,6,6,6,6,3,3,6,3,1,3,4,5
6086,B,1,1,3,3,3,2,2,4,1,2,1,2,1,3,3,1
6087,B,2,3,3,3,6,6,6,6,4,1,1,5,5,3,0,2
6088,B,6,6,6,6,0,0,0,0,6,6,5,4,2,3,5,2
6089,B,3,3,2,0,5,6,6,6,2,1,1,4,1,1,1,3
6090,C,5,5,4,4,2,2,1,5,0,0,2,1,1,2,4,1
6091,C,5,5,5,4,6,6,6,5,0,0,0,0,4,5,5,4
6092,C,5,5,5,6,4,3,2,4,0,0,0,0,0,0,0,0
6093,B,5,5,5,6,3,4,4,1,1,2,5,3,1,2,4,4
6094,C,2,2,3,0,0,0,0,2,3,4,5,1,3,5,4,3
6095,E,0,0,0,0,3,2,1,5,0,1,0,0,0,2,2,0
6096,C,0,1,1,3,6,6,5,6,5,2,5,5,2,4,5,4
6097,B,6,6,5,6,0,0,0,0,5,4,3,2,1,0,0,0
6098,B,2,1,1,1,1,1,0,2,5,3,3,2,4,5,0,3
6099,D,4,5,5,1,3,3,1,3,0,0,0,1,1,1,2,4
6100,B,2,2,2,2,3,2,0,3,2,5,4,2,3,5,2,3
6101,B,6,6,6,6,2,1,2,0,6,6,5,5,4,5,1,2
6102,B,4,3,3,4,5,5,5,5,0,0,0,0,1,2,3,0
6103,B,3,3,3,2,4,4,5,4,3,3,4,4,6,6,6,6
6104,B,2,1,1,1,2,2,2,2,4,4,4,2,5,6,6,2
6105,C,1,2,2,2,2,2,2,4,3,3,2,2,2,0,1,4
6106,B,4,5,5,4,5,4,5,5,5,5,6,3,1,3,2,1
6107,B,0,0,0,0,3,3,3,2,2,1,1,3,0,0,2,3
6108,B,5,5,6,5,0,0,1,0,5,3,4,2,4,5,3,2
6109,B,2,2,3,3,6,5,6,5,4,4,5,4,6,6,4,1
6110,B,6,5,5,4,1,1,2,2,1,1,1,4,2,4,2,2
6111,B,0,0,0,0,3,4,4,2,4,2,2,1,4,5,3,3
6112,B,1,0,0,1,5,5,4,5,1,1,1,0,4,4,3,3
6113,C,5,5,6,6,1,1,2,1,4,5,5,2,2,3,4,1
6114,C,2,1,1,0,0,0,0,2,3,2,2,3,3,3,1,5
6115,B,6,6,6,6,0,0,0,0,3,3,3,6,1,2,1,3
6116,C,2,1,3,4,5,5,3,4,2,2,1,4,3,4,2,2
6117,B,6,6,6,6,1,0,1,1,4,5,4,3,5,6,4,1
6118,B,0,0,1,1,4,5,5,3,3,2,1,2,5,4,5,3
6119,E,5,5,5,5,4,5,5,4,6,6,6,6,1,1,3,5
6120,C,4,4,5,4,0,0,0,0,5,5,5,3,0,0,0,0
6121,C,6,6,6,6,0,0,1,1,5,5,5,3,3,3,3,1
6122,C,6,6,6,6,5,5,5,4,0,1,1,0,2,3,1,3
6123,B,6,5,5,5,0,0,0,0,6,5,4,3,5,5,1,5
6124,B,3,3,3,5,4,3,2,3,3,3,3,1,2,2,3,0
6125,B,3,3,3,4,2,2,3,1,5,6,6,6,0,0,1,0
6126,B,1,2,2,2,5,5,4,5,2,1,2,4,3,4,5,4
6127,B,4,4,4,2,6,6,6,6,0,1,2,0,0,1,2,0
6128,B,5,6,6,6,2,3,1,1,5,4,3,4,3,1,0,3
6129,E,6,6,6,6,5,5,4,6,0,0,0,0,0,0,0,0
6130,B,5,5,5,6,6,6,5,5,2,3,4,1,4,5,5,1
6131,B,2,1,1,0,1,2,4,1,3,3,3,5,2,4,5,4
6132,B,0,0,1,1,1,1,1,2,5,2,1,1,6,1,2,5
6133,B,3,3,3,0,0,0,1,1,3,3,5,4,0,2,4,4
6134,B,0,0,0,0,6,6,6,6,3,0,2,4,4,0,1,2
6135,B,1,0,0,0,0,0,0,0,5,4,5,5,3,1,1,3
6136,B,1,2,1,0,5,5,5,5,0,0,1,1,1,2,2,4
6137,B,3,3,3,4,3,3,3,3,0,1,0,2,4,3,5,3
6138,C,3,4,4,4,3,2,2,1,1,0,1,3,4,1,3,1
6139,C,6,6,6,6,3,3,3,4,6,6,6,5,4,6,6,1
6140,B,0,0,0,0,5,4,4,5,6,6,6,6,2,2,2,5
6141,C,6,6,6,6,6,5,5,4,1,0,1,0,3,1,2,1
6142,B,6,6,6,6,3,3,4,3,3,2,3,6,0,0,0,5
6143,B,2,1,2,2,0,0,0,3,6,5,6,6,3,4,5,2
6144,B,6,6,6,5,0,0,0,0,6,5,5,6,3,0,1,5
6145,B,4,4,4,5,6,5,5,3,4,6,5,5,5,6,6,4
6146,B,1,1,2,1,2,1,1,1,3,4,2,5,2,3,4,5
6147,B,1,1,1,2,6,5,5,4,3,4,3,2,4,5,2,4
6148,B,5,5,5,5,2,3,4,1,5,6,5,5,2,3,0,2
6149,B,3,3,1,0,0,0,1,1,3,3,2,3,3,5,2,5
6150,B,6,6,5,6,0,0,0,0,5,4,4,6,3,1,3,6
6151,B,4,4,3,3,0,0,1,0,4,5,5,3,2,4,3,1
6152,B,0,0,0,0,5,5,5,6,2,4,3,0,6,6,6,6
6153,B,6,6,6,6,1,2,3,1,3,2,3,4,1,2,4,3
6154,B,2,3,4,4,4,4,4,4,4,5,5,3,0,0,0,0
6155,B,3,4,3,4,3,4,2,2,4,3,3,6,6,6,2,6
6156,C,4,4,4,5,6,6,6,6,3,2,2,1,3,4,2,2
6157,C,2,3,2,3,2,4,3,0,1,1,0,3,2,2,2,4
6158,B,3,2,1,1,1,1,1,2,4,3,3,4,5,6,5,6
6159,B,3,2,1,1,1,1,0,3,6,6,6,6,6,6,0,6
6160,B,0,0,1,0,4,4,4,5,3,2,2,3,1,1,1,3
6161,B,1,1,2,2,4,4,5,5,6,6,3,3,6,5,5,5
6162,B,6,6,6,6,0,0,0,0,3,4,3,4,4,4,6,0
6163,B,0,0,0,0,1,1,1,2,1,1,1,0,6,6,4,0
6164,B,4,4,3,3,0,0,0,0,5,6,5,4,3,2,2,3
6165,B,2,4,3,4,6,6,6,6,2,1,0,1,6,5,6,3
6166,B,6,6,6,5,0,1,1,3,3,3,4,6,2,3,5,6
6167,B,3,3,3,4,1,0,0,2,5,6,3,5,5,6,0,6
6168,C,1,1,1,3,3,3,3,4,4,4,6,4,6,3,4,6
6169,B,0,0,1,0,6,6,6,6,1,1,1,1,1,2,1,2
6170,B,2,2,2,2,1,0,0,1,3,3,4,5,2,1,3,6
6171,C,1,0,0,3,4,4,3,1,1,3,2,2,1,3,4,3
6172,B,4,3,3,2,1,1,0,1,3,3,4,6,3,4,0,4
6173,B,4,3,3,2,2,2,3,0,2,2,1,1,0,0,0,1
6174,B,5,5,5,4,1,2,2,0,3,2,1,4,3,3,0,4
6175,B,2,2,1,0,3,4,5,6,6,3,4,6,1,1,1,3
6176,B,3,2,3,2,5,6,6,6,3,2,1,1,2,3,4,2
6177,B,0,0,0,1,4,5,3,3,1,2,3,1,4,5,6,5
6178,C,2,1,0,0,2,2,2,1,0,0,0,4,5,6,6,1
6179,B,3,3,3,3,2,1,3,2,4,5,3,3,2,1,2,0
6180,B,3,2,2,4,4,4,2,6,0,1,4,0,0,1,1,2
6181,B,1,2,1,1,6,6,6,5,2,1,2,3,5,2,3,6
6182,B,3,3,4,4,5,6,5,6,5,4,4,2,2,1,2,1
6183,B,6,6,6,5,0,1,1,1,5,5,5,4,0,1,3,3
6184,B,1,1,0,0,2,3,3,1,2,3,2,3,4,5,4,0
6185,D,2,1,0,0,3,3,3,2,4,5,5,5,6,6,6,4
6186,B,5,5,5,5,4,5,6,5,6,6,6,6,1,2,4,4
6187,C,1,1,0,3,1,2,3,1,2,2,1,4,3,1,2,3
6188,B,2,1,0,3,4,2,2,2,0,2,3,1,2,3,5,2
6189,C,5,4,3,3,3,3,4,1,6,6,5,5,6,6,1,6
6190,B,6,6,6,5,6,6,6,6,0,1,1,4,6,5,6,6
6191,B,4,4,4,3,5,6,6,6,1,2,2,4,0,1,2,0
6192,B,2,3,3,4,5,4,3,3,5,4,2,2,3,3,3,2
6193,B,3,3,4,4,3,4,3,3,0,0,0,0,0,1,3,2
6194,B,4,4,5,5,6,6,6,6,0,0,1,1,4,4,6,5
6195,C,4,3,3,2,5,6,6,5,3,3,2,3,0,0,1,0
6196,C,0,1,2,0,6,6,5,5,3,4,5,4,4,5,0,4
6197,B,3,2,2,1,3,4,3,3,6,6,5,5,6,5,4,2
6198,B,5,5,5,4,0,0,1,2,6,6,6,6,6,6,4,6
6199,C,2,1,0,2,5,5,3,4,3,3,3,5,5,5,4,2
6200,B,6,6,5,5,0,0,0,0,2,1,2,6,0,1,1,4
6201,B,0,0,1,1,4,3,5,3,6,6,6,5,6,6,6,5
6202,B,0,0,0,0,3,1,4,2,1,1,0,0,2,3,5,6
6203,B,4,5,5,5,6,6,6,6,1,1,2,1,4,5,6,5
6204,B,0,1,1,1,1,3,1,3,2,3,3,1,3,3,0,1
6205,B,2,2,2,3,0,1,2,0,5,4,2,6,6,6,4,6
6206,B,6,6,6,6,1,2,2,0,5,3,3,4,5,3,4,5
6207,B,1,1,0,2,5,4,3,5,3,5,5,2,3,5,0,4
6208,B,5,5,5,5,0,0,0,0,5,4,4,4,3,1,1,1
6209,B,1,2,1,2,5,5,5,6,2,1,0,1,6,3,3,4
6210,C,3,2,3,1,4,5,6,5,2,1,1,2,3,0,0,6
6211,B,3,3,2,3,5,5,5,5,5,4,5,2,4,5,5,1
6212,B,3,3,3,4,4,3,4,3,3,1,0,0,3,0,0,1
6213,B,3,1,0,1,4,4,3,5,3,4,3,4,5,5,5,3
6214,C,1,0,0,0,5,5,5,3,3,4,2,4,4,4,2,2
6215,B,0,0,0,0,5,5,2,5,2,4,1,2,5,6,5,6
6216,B,6,6,6,6,3,3,3,3,1,0,0,1,1,0,0,0
6217,C,2,3,3,3,2,2,3,0,3,4,4,2,6,6,6,6
6218,B,6,6,6,5,0,0,0,0,1,1,0,5,1,1,0,6
6219,C,6,6,6,6,3,4,4,1,6,6,6,6,6,3,2,5
6220,B,0,0,0,2,4,4,4,3,2,2,2,1,1,1,3,3
6221,B,3,4,4,4,6,5,6,4,4,2,3,4,6,4,6,2
6222,C,3,3,3,3,4,4,4,6,3,3,3,1,4,2,3,4
6223,C,5,5,4,4,2,2,4,1,6,6,6,6,2,3,2,5
6224,B,5,5,6,5,2,2,2,2,2,3,3,4,1,2,4,3
