,fire_size,Temp_pre_30,Temp_pre_15,Temp_pre_7,Temp_cont,Wind_pre_30,Wind_pre_15,Wind_pre_7,Wind_cont,Hum_pre_30,Hum_pre_15,Hum_pre_7,Hum_cont,Prec_pre_30,Prec_pre_15,Prec_pre_7,Prec_cont
352,57.0,23.60909091,25.273972600000004,25.08181818,16.49162479,2.442323232,2.502544031,2.112727273,2.657872697,79.76859504,80.14357683,79.19631902,82.05464481,58.3,11.3,10.7,284.5
353,175.0,13.82342007,13.39580247,14.348387099999998,11.67263294,2.569962453,3.02,3.33655914,2.135816993,62.09183673,61.16296296,58.25268817,52.18733509,35.8,23.6,10.2,38.3
354,75.0,21.38026608,22.76036866,21.55851064,22.39514066,3.56962306,3.881797235,4.343085106,3.606905371,73.69632925,71.73502304,65.39361702,65.44757033,102.2,47.3,36.6,51.9
355,1.0,18.05787746,20.44258824,22.57921348,22.10696822,4.1096491230000005,4.261882353,3.543820225,3.908078335,64.15299335,57.95,50.62359551,56.31656442,119.9,15.8,6.9,13.1
356,1.0,29.28486759,27.36390244,28.17570621,26.56131479,4.16443884,4.206829268,3.916949153,4.07357775,52.14249685,58.08292683,52.35028249,56.09656925,8.9,8.4,8.4,18.7
357,1.0,11.38416422,10.515625,7.6,17.73541667,3.280146699,3.522851562,2.249166667,3.707327285,60.36023622,57.04352127,64.23126338,66.10504202,22.7,22.4,12.2,41.2
358,3.0,8.856016948999999,8.889983845,9.17015873,11.44442379,3.460508475,3.022617124,2.756507937,3.619981413,70.67808219,70.35632184,73.88673139,62.70708955,187.7,137.2,125.6,65.0
359,40.0,23.935238100000007,25.31436314,25.82046784,27.61209239,4.127210884,4.077506775,4.214035088,4.27826087,48.20680272,45.9403794,45.0994152,41.21467391,28.5,19.6,16.0,2.1
360,1.0,24.60926143,25.17573034,25.237,28.80795148,4.824736225,4.935280898999999,3.956,4.150808625,63.11722488,64.82758621,69.06842105,59.37735849,85.2,64.1,21.1,10.7
361,1.0,30.63711152,29.84181818,28.51666667,26.18663004,3.462752294,3.866909091,3.611904762,3.746691176,56.74311927,53.18181818,49.49206349,64.4198895,27.8,14.8,14.0,201.3
362,0.78,9.289604416,11.70176991,12.73982684,13.8525296,2.2299908,2.332389381,3.048051948,2.107212056,71.97878788,73.3358209,63.6173913,57.07219828,171.9,102.0,42.6,79.4
363,1.0,13.40189633,16.81016484,17.90639535,12.72367347,2.592035398,2.60521978,1.955232558,2.32122449,41.9079646,34.10089021,39.13836478,69.563,8.8,0.3,0.3,11.1
364,10.0,7.591455399,4.842561983,5.165876777,17.0293279,2.790892019,3.600826446,2.82985782,2.8742362530000003,74.30066079,70.82900433,66.48743719,73.15360169,48.6,15.0,2.4,2.4
365,15.0,25.48347368,26.28140496,25.86097561,26.70043716,2.149947313,2.283057851,2.580894309,2.477973568,76.42475987,75.14465409,75.24583333,74.16543575,86.6,59.3,36.2,11.5
366,0.84,13.38021442,9.746692607,6.340869565,6.765815085,2.519785575,2.408754864,2.716956522,2.832238443,71.63152401,72.59157895,66.15714286,69.46514575,139.3,53.9,43.2,206.4
367,20.0,6.593368984,12.16666667,11.78418367,13.63488372,2.84390507,2.77571116,2.7630769230000003,2.706220657,69.82155689,73.13681592,69.90476190000001,69.44686300000001,53.1,38.1,2.0,118.5
368,20.0,14.1092233,13.46666667,13.5,9.807453416,2.906802721,3.381012658,3.465,2.8651162789999995,67.98015873,71.30136986,68.22222222,66.86915888,13.5,5.6,0.3,25.4
369,2.0,9.635835095,11.83063725,14.66485149,12.13277886,2.7049682880000003,2.955882353,3.015841584,3.173679061,62.72775424,51.875,57.81188119,63.38845401,26.5,11.7,8.9,126.4
370,572.99,19.84356553,17.04700461,16.56532663,16.91108571,2.249223417,2.234570766,1.97979798,1.779286536,41.11017964,51.36596737,51.93939394,61.51612903,18.2,18.2,4.0,49.3
371,0.7,12.11224784,11.66448864,12.37515528,10.95480226,1.510662824,1.626420455,1.7838509319999998,1.531073446,71.71669477,75.48550725,75.83471074,74.23305785,35.0,27.1,10.1,60.0
372,1.0,27.78185053,29.71413613,29.66105263,26.75113772,1.64601227,1.97539267,1.934736842,1.949461078,74.59057072,69.90314136,70.86842105,73.04111245,22.7,0.8,0.8,47.6
373,25.0,22.56445557,22.48148148,22.65945946,24.21287779,3.89859335,3.641527446,2.9859550560000003,3.875880759,72.09659091,74.89516129,75.14569536,68.79315476,114.2,112.4,30.0,5.5
374,1.0,8.920472441,6.249325626,3.767873303,11.09249471,1.302952756,1.193256262,1.22760181,1.159302326,77.51587302,78.78336557,73.09090909,73.44787234,174.0,136.4,27.7,58.6
375,3.0,18.5,18.25431034,18.16571429,15.7452514,1.651385681,1.620950324,1.615428571,2.647709497,71.33779762,73.23642173,66.36423841,72.37134909999997,24.4,24.4,0.3,122.8
376,7.0,4.498587571,6.8882681560000005,5.174698795,9.426865672,3.265677966,3.370949721,3.230120482,2.785671642,55.93251534,59.69354839,57.28104575,70.51356239,61.3,44.5,11.5,147.3
377,10.0,25.78279267,26.10922787,25.55310621,25.54300459,1.865989608,1.577083333,1.829006085,1.4039488969999998,68.23287671,71.51420455,75.13793103,77.03193961,49.0,47.5,42.6,70.1
378,1.0,25.5433687,26.93705722,25.63333333,25.30505992,4.347270306,3.692032967,2.898787879,3.969333333,61.28362184,60.06043956,56.76363636,62.99732977,16.9,0.3,0.3,44.7
379,2.0,6.518999073,7.658627087,7.232142857,11.88698472,5.237117702,5.525881262,6.437698413,4.6020379810000005,70.12666034,70.272052,71.95039683,61.94383627,32.2,16.9,15.6,49.8
380,1.1,10.91616915,11.55835351,10.92044199,16.27983393,2.835199005,2.788619855,2.971270718,3.757413998,64.87297634,66.6723301,58.70555556,65.65599051,24.2,8.2,4.8,47.9
381,1.0,15.21408318,15.2190746,13.98787879,11.77659574,2.130434783,2.606137866,2.68040404,2.373829787,46.85571518,44.51603905,41.01219512,58.45082873,1.3,1.3,1.3,2.8
382,4.0,3.179370079,5.466893732999999,3.705294118,12.06915468,3.110472441,2.757901907,2.654411765,3.364259928,70.26628352,73.44571429,82.89795918,63.90980392,62.5,39.7,23.4,29.9
383,1.0,12.26795937,14.09923664,14.76204082,13.57246637,4.03933518,3.835114504,3.458367347,3.389596413,73.55576382,71.49902534,70.85897436,72.56186984,177.4,41.8,34.6,155.2
384,2.0,16.10666667,15.67444444,14.94821429,17.47819444,4.008611111,4.316944444,5.15297619,3.685694444,73.32344633,71.31805158,67.74404762,68.75141243,183.2,157.8,94.5,115.9
385,1.0,17.44085461,17.98209237,17.24640657,13.65116279,5.234340803,5.592554194,5.7010266939999985,5.024883721,64.78530485,61.77851084,59.19301848,75.0128655,1020.7,512.6,260.9,588.5
386,12.0,26.84663866,26.63096591,26.01688312,21.63125,2.353781513,2.541477273,3.338311688,2.9550796810000004,62.24369748,56.53977273,46.44805195,74.29935622,1.1,0.3,0.3,64.7
387,1.0,12.04414758,12.78658228,10.82076503,15.69962073,2.32372449,2.692111959,2.55359116,2.295575221,56.36657303,56.37087912,56.69822485,65.83466667,53.9,29.0,5.2,33.2
388,4.0,12.44851259,13.09345794,6.505434782999999,13.56780735,4.709507446,4.934579439,5.360326087,4.541951838,68.68985849,66.46859903,55.45652174,68.19790301,67.1,21.9,4.6,71.9
389,1.0,15.64856176,14.94375,16.40816327,24.2890595,6.214720812,6.02347561,6.135714286,5.959309021,50.23113208,58.35948905,53.02352941,37.31213873,35.0,28.6,3.6,40.4
390,2.0,13.89576366,15.9779661,17.64700855,16.1035124,2.312040134,2.310805085,2.185042735,2.297727273,66.9140625,68.09554140000002,69.80686695,74.12732919,50.3,12.5,2.6,63.9
391,1.0,12.46761453,12.30409357,11.67567568,17.75799722,3.502843602,3.394736842,4.0740540539999985,3.393741307,60.5451664,60.25219941,64.03243243,64.14685315,23.1,10.9,5.6,147.8
392,7.0,21.52770083,19.06305556,18.81130952,17.39626039,1.6545833330000002,1.770833333,1.353571429,1.986842105,70.51675978,62.60833333,66.57142857,73.77840112,55.5,19.5,19.5,89.0
393,2.0,15.21170825,17.36350365,17.23014354,21.40364026,1.912571977,1.814963504,2.010526316,2.437204301,77.64603482,78.21481481,71.9138756,77.99676724,53.5,4.0,3.4,26.4
394,1.0,4.935603715,7.1656470589999985,10.49336735,7.931627431,1.622291022,1.66,1.258163265,1.992528147,66.34717785,59.78723404,66.25,63.45598194,46.2,25.6,8.8,145.1
395,5.0,22.16735751,20.42166998,21.41078838,18.4113879,3.705699482,4.198807157,3.846058091,4.001423488,71.79805616,75.14377682,78.77419355,64.94316808,129.5,124.3,11.7,2.8
396,1.0,25.55337963,23.63083333,23.70555556,21.52741187,2.111851852,1.825833333,1.40218254,2.457189239,74.54448563,76.38589981,69.19521912,71.21706865,67.3,29.2,28.4,74.4
397,3.0,18.8431085,16.81666667,12.61309524,18.92124814,2.787077827,2.724791086,3.227380952,2.057589286,65.54237288,61.43296089,53.11309524,65.52583587,104.7,21.6,21.6,17.5
398,1.0,11.85627055,11.85354478,11.44820717,12.56133829,4.615084586,3.86984127,4.045908184,4.812267658000001,53.79839849,54.18574109,51.77710843,65.90651163,45.9,41.4,1.3,52.3
399,2.0,4.0531120330000014,3.2575,3.219047619,10.33509015,4.446845426,4.641139241,4.520408163,3.42836767,59.54649266,64.58032787,64.51824818,52.78297162,88.7,49.9,31.6,70.9
400,31.5,26.58890469,27.05675676,26.29585799,21.26923077,3.439316239,3.355555556,2.8899408280000003,3.084615385,30.27492877,38.29810298,36.75739645,56.61538462,3.4,3.4,1.3,6.6
401,2.0,12.96272134,13.92857143,19.15066079,17.76276202,4.019757689,4.13126294,5.710132159,3.752404439,72.36202058,67.53623188,64.98237885,66.79284834,163.1,28.5,19.1,47.8
402,1.0,28.21557719,25.93575419,24.05357143,19.58547009,3.124895688,3.657821229,3.279166667,4.181151079,50.26425591,53.46648045,50.23809524,54.77553957,3.3,3.3,3.3,65.8
403,3.0,26.72222222,27.12209302,28.39520958,28.32051282,1.708131241,2.022740525,2.4281437130000003,2.2876068380000003,77.52547771,77.08024691,73.69375,72.22206096,215.7,101.3,6.1,7.2
404,2.0,9.867312349,8.303373494,9.982887701000001,10.65675676,4.33716707,4.1619277110000015,4.322994652,4.0,64.1771995,62.71813725,58.71657754,72.53488372,42.7,40.4,17.5,48.5
405,5.0,23.21455847,23.72846535,22.51875,22.02974768,3.5924821,3.429950495,2.541666667,3.66812749,62.46401985,63.52685422,66.70949721,48.90240642,63.5,28.0,6.9,13.3
406,1.0,23.40669241,22.76271186,21.255,21.40131579,3.124581725,3.092251816,3.075,2.428289474,35.64993565,46.43583535,55.005,51.93421053,17.8,17.8,15.0,29.2
407,9.0,22.60758082,23.51620948,24.07537688,24.51287129,2.69632107,2.6077306730000003,2.570351759,2.58980198,74.68801898,71.16535433,73.11702128,80.43890019999998,30.7,6.4,0.8,111.0
408,2.0,12.80752212,13.87651822,14.3546798,18.2403734,3.294911504,3.192307692,3.360098522,3.36126021,70.48883929,75.4312115,68.30348259,65.99292453,119.1,61.9,39.1,3.0
409,30.0,12.66072267,11.97353497,13.12323232,18.7132735,4.142280619,3.840926276,4.794949495,4.37288616,60.17458824,55.39130435,56.13737374,68.90444655,39.4,12.5,7.9,158.7
410,3.0,26.2941989,25.15775401,25.38505747,25.14205186,3.572513812,3.245989305,2.768390805,3.157271702,65.48531469,65.49863760000001,66.0,68.08490566,27.7,0.8,0.8,142.3
411,182.0,14.13715711,14.89920424,13.24858757,12.48508431,4.140399002,4.287267905,4.642937853,4.248767834,69.78236915,64.77534247,58.29943503,67.61410788,113.3,2.1,1.5,89.0
412,2.7,24.90857947,24.28328612,22.90123457,18.46983547,2.536427567,2.457223796,2.669753086,2.935648995,63.9084195,62.3964497,65.63333333,72.91521739,59.5,6.1,5.8,52.3
413,10.0,-0.105980651,0.111580882,2.382008368,4.059067882,3.417941953,3.359742647,3.709205021,3.063451777,77.11433757,77.88846881,76.14468085,76.04070981,64.9,23.5,12.4,48.6
414,0.79,25.10068027,24.42960373,23.67472527,20.71664699,2.12675737,1.9997669,2.060989011,2.298583235,76.31890661,74.91529412,71.75555556,67.04898447,15.7,15.2,2.0,32.3
415,3.0,15.43212951,15.43171355,15.20376344,22.60212766,3.756733167,4.021994885,3.129032258,4.045682103,70.12782956,65.16066482,66.05487805,71.63797468,23.1,2.9,0.3,4.1
416,30.0,15.42150538,16.15987193,14.22840909,16.44789272,3.657580645,3.395624333,3.388636364,4.146168582,81.4373423,80.66493056,75.09345794,80.9296875,135.4,69.3,3.0,114.0
417,1430.0,21.96002786,20.31927374,21.05903614,18.44790503,0.971169916,1.038268156,1.045783133,1.048324022,54.60724234,54.15642458,58.51807229,58.84078212,7.1,7.1,7.1,2.4
418,3.0,17.42581852,17.31738281,16.58249027,21.17977099,2.229373246,2.266601563,1.680933852,2.219656489,76.31208997,73.20156556,77.89494163,75.93690249,77.4,25.0,22.7,73.7
419,30.0,6.904424779,10.48983666,9.950775194,13.90887992,3.524287119,3.349001815,3.562403101,2.99556004,65.08676307,71.61853448,75.55454545,68.94520548,151.0,107.8,63.6,127.6
420,25.0,10.51871128,11.01780822,10.40418605,10.18489066,2.727261462,2.726255708,2.478139535,3.010139165,65.45454545,69.00691244,70.84433962,76.34126163,1.8,1.8,1.8,2.8
421,4.0,10.42643923,7.98630137,7.897560976,10.6290764,2.628571429,2.473972603,2.683414634,3.270923603,73.47001224,66.65450122,64.35678392,63.51829988,100.2,17.8,0.3,140.2
422,13.0,15.22932406,18.38985201,18.788405800000003,20.06843118,2.7904522610000004,2.725690021,3.615458937,2.508390918,67.50177096,63.87378641,58.75242718,74.56969027,78.7,1.8,0.6,67.9
423,1.0,3.04712813,3.346875,6.413173652999999,5.679438059,5.367452135,4.895,5.652095807999999,4.730434783,64.89214176,66.00333333,65.86144578,64.14454277,23.9,0.3,0.3,27.7
424,3.5,13.01933405,13.60021882,15.44319249,17.90072314,2.640688913,2.743982495,2.283098592,2.677559462,71.63152174,71.85430464,71.13270142,69.68360996,68.1,32.6,0.5,41.0
425,5.0,26.5562249,27.49414226,28.93284314,27.71411246,1.87388535,1.589247312,1.7,2.092760181,76.54827969,70.83783784,68.1928934,67.54556075,203.3,41.2,32.6,45.4
426,2.0,21.92989289,21.98483146,19.55656566,15.52169811,3.157142857,3.5094517960000005,3.389393939,2.477334732,80.28319624,83.01154734,78.1,71.09257004,218.4,193.0,0.6,36.9
427,1.27,11.36959799,11.81865672,7.072105262999999,16.91666667,3.177135678,2.974378109,2.576315789,2.968321513,56.84940555,59.81233933,64.06486486,60.96815287,44.1,27.8,22.4,40.8
428,1.0,20.06040268,20.79813665,17.402597399999998,21.14174455,2.987248322,3.135093168,2.622727273,2.261682243,68.13636364,70.62857143,68.43421053,68.99519231,58.8,56.5,23.2,39.9
429,1.0,14.15717916,15.05336658,15.95885417,17.50424628,4.592620865,4.63525,4.230208333,4.6180645160000005,55.98339719,57.60150376,58.31413613,70.82740022,43.4,33.0,33.0,27.7
430,1.0,18.40608974,18.49260143,17.91495327,22.87281728,3.208333333,3.668019093,3.737383178,3.886576577,69.13586957,69.29201102,66.77840909,74.84240150000002,48.8,48.8,48.8,790.5
431,1.12,10.19956597,11.74473684,11.25568627,13.12780631,2.605295139,2.626879699,3.342745098,2.264856933,70.12899263,68.87470998,67.64622642,67.47411444,49.3,40.9,37.6,118.3
432,6.0,13.34693182,14.00199115,15.60582011,19.50539374,3.3401136360000003,3.30199115,3.37989418,3.639158576,68.47866205,71.30769231,66.11170213,71.52293578,84.1,64.0,1.3,44.0
433,2.0,11.9608642,13.49496403,15.31822917,14.66157113,2.241111111,1.447961631,1.841145833,1.816348195,60.42092154,64.84184915,65.74736842,68.98283262,27.4,11.2,1.5,38.4
434,10.0,26.83938547,24.30726257,24.35329341,18.13764045,2.61773743,2.958100559,3.749700599,2.140449438,64.05846154,67.18238994,74.0472973,67.43,43.5,43.5,43.2,56.0
435,2.0,29.65511811,30.85235893,31.1875,27.47406032,1.804585456,1.725716929,1.643055556,2.194385151,67.9180176,62.67807586,61.48015873,65.50997679999999,1.8,0.5,0.5,79.9
436,1475.2,1.569197861,2.351213592,2.651176471,10.53076923,1.956791444,2.23276699,2.255294118,3.69047619,72.15248619,65.8772846,60.64705882,68.48214286,17.5,3.5,0.5,15.0
437,1.5,13.94917258,11.92987013,10.68,13.4075775,3.963829787,3.632727273,3.24,4.836280138,80.77030457,77.80263158,73.20231214,74.51664753,74.1,30.7,1.0,197.2
438,3.0,9.256737589,11.84857143,10.77575758,12.25630252,3.704829545,3.763037249,3.595731707,3.2360955060000003,65.42105263,62.21776504,60.32926829,64.78089888,53.5,39.7,9.4,97.9
439,3.0,7.846341463,6.100250627,4.069364162,2.204481793,3.225186104,3.661953728,4.375882353,3.844507042,71.86676428,71.82461538,65.29230769,71.84083045,121.0,14.5,14.0,92.7
440,1.0,20.28298429,20.11902314,19.4106383,14.91393217,1.6711286090000002,1.495607235,1.514516129,2.32146789,56.51004016,58.44892473,60.14942529,77.31841302,8.6,4.3,3.8,145.6
441,1.0,8.077394636000001,6.161065573999998,7.537089202000001,9.436373166000001,2.625860271,2.825979381,2.492018779,2.940461216,69.98526316,64.1177686,59.76886792,61.17690678,312.8,61.0,1.6,179.4
442,8.0,10.18306528,12.12906221,12.61431412,15.04491726,3.085095238,3.228319406,3.185089463,3.208991955,68.05976757,71.125,63.86873508,64.36035106,128.6,67.1,53.3,54.1
443,3.5,12.61772853,14.04663212,16.74683544,19.75255624,3.872853186,3.737823834,3.193670886,3.892842536,49.53658537,52.18823529,43.05405405,55.36926606,27.1,19.5,2.5,6.2
444,1.0,22.20105758,21.29408983,18.90255102,24.57448107,3.875440658,3.668085106,3.543367347,2.031135531,73.20471464,69.32330827,66.01630435,72.89925926,25.7,24.1,14.2,39.6
445,1.0,24.09496689,24.91515957,26.11593407,24.98277066,4.045165563,3.749202128,3.104395604,3.777738928,64.50198675,64.99734043,67.79670329999999,67.71578947,8.9,2.6,0.5,127.0
446,1.0,8.813364055,11.91325301,11.29126214,11.84713376,3.359792627,4.120481928,3.186893204,3.666985138,69.16493656,65.57349398,68.88349515,69.85492802,46.7,15.7,15.7,81.9
447,7.0,3.65117773,2.631034483,3.759907834,2.769063772,4.738049303,4.700863931000001,4.269124424,4.340976934,81.07379135,81.40153453,76.44864865,74.33823529,204.3,64.2,25.4,13.2
448,3.0,11.49704841,11.96344648,12.93782383,17.95561036,2.8930342380000003,3.291644909,3.355440415,2.785290482,56.21783626,52.48993289,55.85496183,60.91527778,45.2,20.8,8.6,22.4
449,1.0,23.44204545,24.84504505,24.91981567,23.55329609,2.545485714,1.930068337,1.96745283,2.045942857,69.9020979,68.50115473,72.46859903,71.71860465,46.1,11.2,2.8,39.1
450,1.0,23.375,20.87333333,18.13214286,20.04583333,3.384166667,3.226666667,3.142857143,3.5108333330000003,68.61666667,70.25,74.78571429,62.14166667,149.3,112.7,17.5,209.2
451,26.0,16.15424588,15.63653333,15.1344086,13.50498504,1.489897698,1.195710456,1.159782609,1.067101304,60.93213828,64.17426273,70.05434783,74.82944162,1.1,0.8,0.8,51.3
452,1.0,21.48816568,20.24556213,18.11111111,22.69648094,3.134911243,3.113017751,3.240740741,2.740029326,74.03041145,71.56164384,68.18120805,69.98765432,137.9,72.3,14.3,54.3
453,5.0,26.3740374,25.56246914,25.15423729,22.40660475,2.969966997,3.334814815,2.896610169,3.148606811,66.96501129,60.60493827,62.29943503,65.1544196,11.8,1.9,1.9,2.3
454,5.0,8.732987012999999,10.17844728,11.45169082,13.6012981,5.382441557999999,5.376477404,5.114009662,5.024153917,58.12987013,64.49594438,61.79951691,60.1488178,32.8,29.0,14.2,53.7
455,5.0,28.27749392,28.52894737,29.35,27.47280248,3.566219512,3.0719424460000004,2.922352941,3.47033195,63.48229548,65.07451923,58.27058824,69.6846473,70.0,65.7,8.1,101.7
456,1.19,2.784520124,3.905965622,5.861723447,8.166666667000001,3.599318885,3.551769464,3.946893788,2.281944444,61.94819672,59.20255864,69.97782705,70.36538462,131.7,35.8,34.2,10.2
457,1.0,22.33888228,24.69509044,24.47928994,26.21502209,2.002615933,2.13126615,2.077514793,1.694403535,74.9660804,74.44791667,72.20958084,72.72222222,145.0,16.6,13.5,36.9
458,30.0,14.91404073,12.03702771,11.13692308,13.66058252,2.041900648,2.027455919,2.3379487180000003,1.768688845,74.73110285,72.05714286,72.98378378,73.87878788,29.9,1.3,1.3,3.5
459,2.0,20.58267442,20.15639269,20.31861702,23.87824561,3.02372093,3.075114155,3.912765957,3.631695906,50.49825378,51.60730594,52.32978723,44.07611241,1.3,1.3,1.3,2.3
460,40.0,6.685746864,10.56097561,14.08829268,14.12853598,3.012933025,3.186732187,3.736945813,3.725875,71.98408488,69.89256198,73.80952381,67.23192359999999,47.5,0.3,0.3,104.1
461,5.0,24.98041667,26.42194444,27.49702381,28.58305556,2.202916667,2.261388889,1.904761905,3.209444444,70.38354254,70.98885794,66.74404762,66.37099024,58.0,26.0,3.0,57.8
462,1.0,21.39351351,20.008,19.06198347,23.51008304,3.002162162,2.6916,2.548760331,2.903558719,76.31828704,79.02591793,80.94859813,72.72009864,111.4,52.3,15.9,25.6
463,2.0,1.249641026,2.312190476,5.053888889,10.46181818,2.658110883,2.521946565,2.608888889,2.473847803,69.35140772,72.38963532,53.9,70.85357548,78.4,54.0,2.3,240.7
464,1.0,25.82594719,27.11371158,27.15811518,27.8685069,2.590700344,2.9628841610000003,2.496858639,2.41468005,68.94489093,67.0141844,65.03664921,67.48267009,26.4,13.4,1.0,170.7
465,8.0,31.20266272,31.40652819,32.28289474,28.92352941,3.197928994,3.198813056,3.932894737,2.040441176,60.59878419,59.33033033,54.63815789,68.75037594,35.3,6.4,6.4,174.5
466,1.5,8.382381413,9.838364167,8.983122363,14.0728863,2.527008712,2.264264849,2.055063291,2.2319883330000003,58.89060987,61.7224927,64.38607595,61.36801167,46.6,26.5,17.9,66.1
467,3.0,27.42119565,27.68095238,27.76767677,25.62789474,3.250543478,2.85047619,2.485858586,3.244179894,71.18944099,72.67251462,71.85714286,73.50830565,10.2,10.2,0.6,19.1
468,1.0,22.82008368,22.07258065,21.70769231,20.4496124,3.628451883,3.683064516,3.276923077,4.030232558,60.95338983,58.09016393,56.87692308,68.06374502,22.1,9.1,9.1,90.9
469,1.0,13.61454965,15.10590551,12.72951807,9.591884058,3.532794457,3.361811024,1.97560241,3.0252173910000004,75.69796709,78.01775148,64.65317919,58.83388704,9.4,3.6,0.3,0.3
470,1.04,8.163489209,5.7676082860000015,3.758870968,11.06820809,1.972751799,2.006403013,2.03266129,1.803857281,67.29496403,64.17890772,61.36290323,62.20347155,176.2,40.5,26.0,114.1
471,1.5,9.896813977,9.881910569,11.2817734,11.33967684,3.3104602510000003,3.450414938,3.2495,3.458538813,64.52650177,67.56447689,64.20833333,70.33224044,143.4,92.0,6.3,163.1
472,45.0,24.10084034,23.98028169,23.78527607,26.62942008,2.707334274,2.342450142,2.23625,2.444759207,59.10413695,56.52706553,54.05625,65.93266476,20.8,4.3,3.3,20.3
473,2.0,11.54013125,11.85046729,12.45673077,14.92239364,4.655712841000001,4.240520833,4.0651442310000006,3.769925164,71.79099190000002,73.91336117,64.31490385,66.24613945,23.8,15.1,0.3,54.3
474,1.83,27.19876126,27.01403888,27.63111111,28.25163472,2.139752252,2.213822894,2.05,1.952874859,69.46040724,72.77342048,67.56666667,70.22675737,72.7,59.7,3.0,122.3
475,0.75,3.656714876,7.393534483,7.112107622999999,11.52160356,4.459297521,4.084913793,4.137219731,3.700445434,67.64772727,65.94612069,66.52914798,67.69933185,83.5,36.3,14.4,95.1
476,10.0,27.56804245,26.39180672,23.96690647,23.70522613,2.540425532,2.325840336,2.394604317,2.879296482,64.73640662,71.82352941,81.58992806,79.39939638,0.9,0.9,0.9,86.3
477,2.0,26.4601686,27.08333333,28.24773869,27.62655298,2.020969442,1.918918919,2.256281407,1.705846529,74.99679829,73.73502304,72.73869347,67.66131026,37.3,15.7,3.3,40.1
478,1.0,3.449185336,6.336178862000001,8.871428571000001,8.326592179,1.491603875,1.4706150340000002,1.5019841269999998,2.89150838,67.98371336,68.58564815,74.66260163,62.58165548,95.1,36.6,8.6,184.9
479,1.0,13.58693467,11.77110553,11.49569892,12.40049813,2.602146465,2.7515075380000003,3.21827957,2.1872020080000003,60.49550706,58.0678392,56.32795699,54.39870129999999,35.8,18.8,10.2,39.8
480,1.0,10.44419067,14.78398357,12.47056277,16.05629067,3.674646465,3.452182952,4.796069869,2.364566929,66.77225434,70.15813953,65.04761905,63.93772455,130.6,44.2,35.6,15.8
481,3.0,10.67735849,8.479553903,3.770992366,10.53634578,2.268113208,2.065055762,2.100763359,2.876817289,61.35864979,67.8209607,76.08928571,59.2238193,26.4,24.9,12.7,310.5
482,10.0,10.76941176,10.93258427,10.09722222,15.18341121,3.735647059,3.360674157,3.433333333,3.600935673,64.71502591,61.26356589,61.87845304,63.69261214,36.5,4.5,4.5,55.1
483,8.0,17.93197026,17.90611247,18.59583333,13.18534304,2.050870647,1.3525798530000002,1.125520833,2.271125265,64.21944035,64.10119048,61.04968944,79.19066148,29.3,0.6,0.6,153.8
484,4.0,-1.117712177,2.4660952380000003,8.126666667,6.90261723,5.148800738,4.543428571000001,3.934358974,4.15997819,71.38045738,68.05882353,52.64457831,61.09371293,36.1,27.5,1.6,51.2
485,15.0,25.54659459,28.99805195,30.13509615,29.07482014,6.7557963160000005,7.818831169,8.673076923,5.853814432999999,53.41711809,54.39177489,50.18269231,51.23608247,99.0,48.2,23.4,154.6
486,6.0,2.944580584,6.290042373,5.495132742999999,9.432293762999999,2.061320755,2.06581741,1.981777778,2.3362173040000003,64.10849057,58.22505308,61.58666667,62.68511066,33.7,11.0,4.9,96.3
487,10.0,19.94690782,19.32685422,19.92678571,22.56824645,3.747535211,3.624871795,2.1875,3.259854897,69.64580726,61.27435897,54.82142857,69.41719343,110.0,6.3,3.3,149.6
488,2.0,23.49581081,26.00672043,24.91818182,21.78472033,6.532882272999999,6.737735849,7.049431818,4.627421555,56.26458616,48.62432432,51.68,56.76785714,9.9,0.3,0.3,51.4
489,3.0,9.998066595,14.56596639,14.31962617,15.73057692,3.00622986,3.140336134,3.061214953,2.573653846,64.36972973,63.46835443,61.13679245,75.29950739,164.7,139.0,79.0,109.3
490,2.0,3.949852507,7.1104477610000005,5.260606061,9.194029851,3.233333333,3.155522388,2.829090909,3.256801196,58.29051988,61.88461538,65.43037975,74.30176565,34.7,28.1,17.3,117.8
491,17.0,1.759521219,3.2101769910000004,2.295918367,10.65012831,2.434602829,2.294690265,2.390816327,3.207613345,69.50059737,65.91139241,66.88888889,74.78586279,60.5,44.0,22.9,102.1
492,25.0,25.27218391,26.3523918,26.54902913,27.09540107,4.391034483,3.997038724,3.795631068,4.16505895,69.44935972,72.50697674,72.20792079,74.36802575,11.2,9.6,7.6,161.1
493,25.0,18.39951574,17.42401961,14.73333333,20.13308458,4.185230024,4.660784314,4.09030303,3.610945274,69.61776062,66.29765013,59.74390244,75.73955432,112.1,75.8,23.1,51.4
494,1.0,26.50487805,26.30976864,25.41771429,22.28413361,2.713519814,2.448062016,3.0617142860000004,3.928016789,69.02686916,62.75710594,61.86857143,69.31595745,44.1,4.0,3.0,224.7
495,1.5,25.82054455,26.95843521,26.91414141,26.1299639,2.529019608,2.537075718,2.166483516,2.660559796,69.38779174,70.0,70.53676471,76.24231465,37.9,7.1,6.8,182.8
496,1.0,29.07142857,29.66165414,29.07051282,27.52348993,3.90952381,3.792857143,3.611538462,3.140536913,47.89965986,45.79699248,49.51282051,61.44021739,3.0,3.0,3.0,21.0
