,fire_size,Temp_pre_30,Temp_pre_15,Temp_pre_7,Temp_cont,Wind_pre_30,Wind_pre_15,Wind_pre_7,Wind_cont,Hum_pre_30,Hum_pre_15,Hum_pre_7,Hum_cont,Prec_pre_30,Prec_pre_15,Prec_pre_7,Prec_cont
105,1.0,21.10706422,21.65820106,21.66622517,22.92666667,2.860733945,2.327336861,2.116225166,1.023333333,78.13176471,82.25179856,86.71276596,76.41176471,250.0,164.0,89.7,1.0
106,6.0,12.85706522,14.43885481,12.81770335,17.43564155,2.810652174,2.291820041,2.244976077,3.606822811,74.15545755,78.48016701,72.92156863,74.03134796,102.3,6.7,0.3,223.2
107,5.0,18.58162791,18.47904762,19.1494898,16.92553699,3.018023256,3.018571429,3.070408163,3.086038186,45.80905753,45.03809524,42.48979592,50.32696897,17.1,4.6,1.0,51.5
108,3.0,10.16879562,10.81482213,11.24078947,6.108281389,1.976111111,2.020564516,1.963716814,2.320483005,71.43844697,63.6097561,55.4159292,71.42607897,130.1,51.0,8.2,36.1
109,10.0,8.517915309,9.949026877,13.9702381,10.68384401,2.678875878,3.062136832,3.45694165,2.678295669,69.77517564,68.6579194,68.76458753,67.84227872,167.6,105.4,6.6,128.8
110,17.5,8.951399116000001,6.375,6.359477124,8.631868132000001,3.22352071,3.084821429,2.735947712,3.761675824,76.68837209,73.52063492,69.77697842,71.17829457,61.2,12.7,10.2,154.4
111,1.0,13.17277228,12.10019646,10.37966805,7.376525822,2.651015354,2.992133727,2.655394191,2.685150376,77.0485,71.37747036,69.82463466,67.97462406,92.7,16.2,16.2,234.4
112,150.0,17.92723735,19.58898305,21.19710145,20.12307692,2.122568093,2.361864407,2.057971014,1.995604396,72.33467742,75.22807018,80.14925373,74.03053435,7.3,7.0,3.0,88.0
113,1.0,7.225511197999999,4.697011952,2.042561983,10.72448513,3.5834469330000003,3.45498008,3.708677686,3.774713959,72.97308076,72.90818363,71.73443983,64.10882016,216.4,56.9,21.8,45.8
114,100.0,14.78082192,14.78082192,14.57042254,20.59763314,2.6150684930000003,2.6150684930000003,2.58028169,2.842998028,65.40310078,65.40310078,66.464,69.54436451,5.1,5.1,5.1,33.1
115,13.0,25.03961187,25.24885845,26.72768362,29.13763021,3.485257143,3.3052631580000003,3.453977273,3.951953125,66.09178744,65.55528846,60.88068182,56.76822917,94.9,70.1,8.4,31.7
116,2.3,26.08659898,25.22081031,25.35679443,27.21503198,1.600913706,1.7650092080000002,1.637979094,1.202558635,77.82299084,80.83548983,85.02097902,76.84047109,81.6,47.8,10.7,35.1
117,2.0,2.802641879,1.959265442,0.795955882,9.154453627,2.781213307,2.38130217,2.570220588,3.255463728,73.39726027,80.03017241,74.07352941,66.56644144,88.5,38.7,10.2,278.3
118,1.0,29.26456996,29.44850746,28.49396985,26.1646988,3.335180412,3.58675,3.284924623,3.071723301,64.34883721,65.16331658,68.49238579,67.83658537,23.8,23.3,23.3,16.8
119,48.4,8.79620915,8.711842105,6.512716762999999,11.80290456,2.999736842,3.014095745,2.7354651160000003,3.610570236,61.19894598,57.91489362,51.56395349,43.03059805,23.8,1.6,0.3,3.3
120,1.5,14.14768722,15.08610422,12.06951872,12.89919436,2.364317181,2.6878411910000004,3.046524064,2.96143001,56.98451327,46.195,59.10695187,64.09466264,2.8,2.8,2.8,68.9
121,4.1,10.06810345,13.58985507,19.25677419,14.51436541,2.967528736,2.748405797,2.717419355,2.3794979080000003,66.91114458,70.12025316,64.81208054,70.90404040000001,141.9,40.3,19.3,214.2
122,48.0,10.81097695,10.0083151,10.33172043,2.145315315,1.963916392,2.234065934,2.776756757,1.960685302,70.38505096,66.57847534,56.08196721,74.38409311,72.3,39.1,1.5,94.5
123,20.0,9.201398601000001,10.72676056,12.30674847,16.56521739,2.64951049,2.437746479,2.514723926,1.828804348,66.48203593,70.24920128,72.28846154,71.60104302,66.4,49.4,1.6,89.6
124,1.1,7.678702703,9.595445545,11.58529412,13.07118812,3.915783784,3.19960396,3.315686275,3.232309217,63.79236813,69.62939959,50.33823529,73.77412731,74.8,45.8,27.2,265.5
125,700.0,30.26151866,29.60414508,26.32643678,25.87717391,3.71056701,3.670649351,3.613218391,3.679347826,50.35075653,50.48395722,57.05232558,64.44736842,59.0,20.9,20.9,10.2
126,3.0,27.07630923,27.85498783,26.32184466,27.22828508,1.256857855,1.210705596,1.224757282,1.136859688,67.1289507,66.13613861,72.91457286,72.91098266,53.8,41.0,35.4,62.7
127,1.0,15.43851508,16.10325581,13.86481113,18.56976744,2.461299304,2.748744186,3.120079523,2.657395349,60.46542923,56.21674419,57.02385686,51.0944186,9.7,0.3,0.3,10.3
128,21.86,25.92592251,25.08770764,25.87477876,21.055633800000006,1.106215213,0.926711185,0.970089286,1.076725664,74.92112676,78.60647359,74.75446429,77.78994614,128.6,108.4,7.2,232.9
129,1.2,18.32857143,20.77572115,20.59563107,18.62902408,2.267587035,2.392067308,3.07815534,2.934980989,64.45421687,66.64182692,69.13106796,56.78453739,20.1,18.8,18.8,53.6
130,110.4,8.897452524,11.4497683,13.77797619,19.54930556,4.248679944,3.439017609,3.206746032,2.382638889,71.71142578,67.01477833,69.03298969,77.07801418,49.7,34.9,16.5,3.6
131,12.0,13.40672963,12.52915663,15.41222222,15.31722158,2.859927798,2.434085213,3.338414634,4.157894737,67.86165049,65.01515152,52.41463415,68.95621302,53.8,11.3,2.4,91.7
132,3.0,14.9219591,16.00113122,15.20374332,16.57809633,3.991496233,3.979638009,3.804278075,3.509288991,74.61714286,73.47606383,74.05142857,73.16846361,282.1,137.9,27.7,33.2
133,20.0,12.10749703,12.365767,12.28109975,11.71475232,8.760196575,8.478326695,8.447029946,8.477721717,78.75172661,78.80437978,79.05283363,78.21589174,626.0,363.0,9.0,129.5
134,10.0,25.21324582,24.61980907,22.64388889,20.98986928,2.492004773,2.731026253,2.268333333,3.02037037,73.1575179,71.83770883,67.73888889,74.10011123,126.2,38.5,32.2,90.4
135,20.0,13.80905233,16.55932203,17.34337349,16.40197461,3.339321075,3.947457627,4.128313253,3.175388967,67.08862629,68.40857143,69.36746988,71.14939024,39.4,38.9,37.1,195.4
136,1.0,14.23997494,10.7286445,8.858602151,2.492251595,4.189849624,4.779283887,5.552150537999999,4.524178832,59.25728771,55.25641026,51.75806452,74.94106814,12.7,6.5,0.8,41.6
137,1.0,13.70803662,13.48172043,14.37552743,8.610302352,2.505696846,2.389677419,2.465822785,2.318701008,74.90441176,71.8722467,75.93805309999998,68.75660161,146.4,67.9,60.8,89.5
138,3.0,11.70692194,11.34502924,12.09876543,13.8368336,2.505315615,2.029239766,2.22962963,2.813247173,56.83478261,49.79472141,53.50931677,60.17266187,4.1,0.3,0.3,77.1
139,5.0,29.7591922,29.18637627,29.8610338,28.76274419,3.800603528,3.658572753,3.803180915,3.825255814,55.47725162,59.66821131,58.08747515,55.46465116,11.5,4.6,1.8,13.6
140,2.0,15.80396635,13.75178082,15.37745665,12.95459579,2.557091346,2.30109589,2.511560694,2.674972315,59.42770352,48.68219178,51.95375723,64.03833145,16.1,0.5,0.5,68.8
141,18.0,9.44937355,8.585925926,10.97460317,13.49429764,2.989141531,2.731666667,2.712896825,2.7155844160000004,74.06769374,70.75185185,76.05555556,70.03109049,60.7,28.7,0.5,41.6
